,satisfaction_level,number_project,average_montly_hours,time_spend_company,Work_accident,left,salary
11415,0.69,3,257,3,1,0,1
11416,0.5,5,134,3,0,0,1
11417,0.16,6,240,2,0,0,1
11418,0.75,2,237,5,1,0,1
11419,0.64,5,157,2,0,0,1
11420,0.78,4,275,3,0,0,1
11421,0.81,2,228,3,0,0,0
11422,0.55,3,254,2,0,0,0
11423,0.53,4,257,2,0,0,0
11424,0.69,3,231,2,1,0,0
11425,0.8,3,217,3,0,0,0
11426,0.77,3,286,6,0,0,0
11427,0.84,4,236,3,0,0,1
11428,0.64,4,215,2,0,0,1
11429,0.78,4,157,3,0,0,1
11430,0.67,3,149,3,0,0,1
11431,0.81,3,221,2,0,0,1
11432,0.91,4,238,2,0,0,1
11433,0.75,6,250,2,0,0,2
11434,0.78,3,202,4,1,0,2
11435,0.54,4,173,2,0,0,2
11436,0.77,5,250,3,1,0,2
11437,0.89,4,270,3,1,0,2
11438,0.16,3,232,5,0,0,2
11439,0.77,4,260,3,0,0,2
11440,0.69,5,232,4,0,0,2
11441,0.61,4,134,3,0,0,2
11442,0.59,4,189,3,0,0,2
11443,0.58,4,113,3,0,0,2
11444,0.88,5,264,3,0,0,2
11445,0.51,5,260,2,0,0,0
11446,0.31,3,132,3,0,0,1
11447,0.52,4,168,3,0,0,2
11448,0.57,3,186,3,1,0,2
11449,0.5,3,267,2,0,0,0
11450,0.74,3,180,3,0,0,0
11451,0.74,3,211,3,0,0,0
11452,0.82,2,268,2,0,0,0
11453,0.74,3,206,3,0,0,0
11454,0.2,6,113,3,0,0,0
11455,0.63,4,179,3,0,0,1
11456,0.19,6,157,6,1,0,1
11457,0.4,4,127,5,0,0,1
11458,0.71,2,179,5,0,0,1
11459,0.84,4,197,3,0,0,1
11460,0.59,4,251,4,1,0,1
11461,0.57,4,250,3,1,0,1
11462,0.81,2,176,5,0,0,1
11463,0.8,4,246,3,0,0,1
11464,0.49,3,155,3,0,0,1
11465,0.55,3,178,2,0,0,1
11466,0.68,3,213,5,1,0,1
11467,0.55,3,150,2,0,0,1
11468,0.59,3,166,2,0,0,1
11469,0.91,5,169,4,0,0,1
11470,0.48,4,208,3,0,0,1
11471,0.84,3,209,2,0,0,1
11472,0.73,4,167,3,0,0,2
11473,0.28,6,281,3,0,0,2
11474,0.77,3,156,4,0,0,2
11475,0.67,3,265,3,0,0,2
11476,0.5,3,142,3,1,0,2
11477,0.32,3,143,4,0,0,2
11478,0.57,3,134,3,0,0,2
11479,0.51,5,268,3,0,0,2
11480,0.61,3,255,2,0,0,2
11481,0.83,4,157,2,0,0,2
11482,0.87,5,151,3,0,0,2
11483,0.7,3,157,2,0,0,2
11484,0.78,3,139,3,0,0,0
11485,0.71,4,196,2,1,0,1
11486,0.68,3,159,2,0,0,2
11487,0.75,4,224,4,1,0,2
11488,0.7,3,215,7,1,0,2
11489,0.59,5,157,7,1,0,2
11490,0.64,4,157,7,0,0,1
11491,0.61,5,146,7,1,0,1
11492,0.77,2,286,7,0,0,1
11493,0.51,3,203,3,0,0,1
11494,0.49,3,168,7,0,0,1
11495,0.77,3,170,7,0,0,1
11496,0.31,3,266,7,0,0,1
11497,0.54,3,183,3,0,0,1
11498,0.56,4,264,3,0,0,1
11499,0.65,4,205,3,0,0,1
11500,0.49,2,192,3,0,0,1
11501,0.82,3,176,3,0,0,1
11502,0.6,3,183,2,0,0,1
11503,0.64,3,156,6,1,0,1
11504,0.7,3,150,3,0,0,1
11505,0.65,4,204,8,1,0,1
11506,0.69,5,131,8,0,0,1
11507,0.93,5,248,8,1,0,1
11508,0.55,4,168,8,0,0,1
11509,0.75,4,146,8,1,0,1
11510,0.47,4,246,3,0,0,1
11511,0.72,5,216,10,1,0,2
11512,0.59,3,203,10,0,0,2
11513,0.98,3,199,10,0,0,2
11514,0.39,2,102,8,0,0,2
11515,0.93,4,139,8,0,0,2
11516,0.71,5,208,8,1,0,2
11517,0.49,4,215,4,0,0,2
11518,0.63,4,233,3,0,0,2
11519,0.45,3,169,10,0,0,2
11520,0.77,3,190,10,1,0,2
11521,0.77,4,236,7,0,0,2
11522,0.5,4,266,7,0,0,2
11523,0.45,4,156,7,0,0,0
11524,0.81,4,153,7,0,0,1
11525,0.83,3,175,3,0,0,2
11526,0.47,6,174,10,0,0,2
11527,0.25,4,154,10,0,0,0
11528,0.89,5,251,10,0,0,0
11529,0.97,3,164,10,0,0,0
11530,0.6,2,225,10,0,0,0
11531,0.67,2,134,10,0,0,0
11532,0.89,3,144,3,0,0,0
11533,0.6,5,211,3,0,0,1
11534,0.64,4,139,3,0,0,1
11535,0.57,3,268,3,0,0,1
11536,0.56,5,171,3,1,0,1
11537,0.6,4,260,2,0,0,2
11538,0.17,6,224,3,0,0,2
11539,0.74,4,233,3,0,0,2
11540,0.44,3,125,7,0,0,2
11541,0.51,4,233,7,0,0,2
11542,0.86,3,162,7,0,0,2
11543,0.96,4,198,7,0,0,2
11544,0.87,4,198,7,0,0,2
11545,0.58,3,243,3,1,0,2
11546,0.24,4,281,7,0,0,2
11547,0.42,4,259,7,1,0,2
11548,0.65,4,184,7,0,0,2
11549,0.73,6,189,3,1,0,2
11550,0.63,4,258,3,0,0,2
11551,0.95,4,225,3,0,0,2
11552,0.52,5,145,3,0,0,2
11553,0.96,3,164,3,0,0,2
11554,0.66,4,254,2,0,0,2
11555,0.98,4,154,6,1,0,2
11556,0.56,5,248,3,0,0,2
11557,0.97,3,154,8,1,0,2
11558,0.72,3,242,8,0,0,2
11559,0.74,4,194,8,0,0,2
11560,0.2,5,261,8,0,0,2
11561,0.73,3,245,8,0,0,2
11562,0.76,3,247,3,0,0,1
11563,0.65,4,147,10,0,0,1
11564,0.66,3,139,10,1,0,1
11565,0.96,6,137,10,0,0,1
11566,0.57,4,177,8,0,0,1
11567,0.61,4,184,8,0,0,1
11568,0.57,3,212,8,0,0,1
11569,0.59,3,159,4,0,0,1
11570,0.92,4,178,3,0,0,1
11571,0.79,3,149,10,0,0,1
11572,0.95,4,223,10,0,0,1
11573,0.24,6,263,7,0,0,0
11574,0.49,4,161,7,0,0,0
11575,0.49,3,192,7,0,0,0
11576,0.97,5,215,7,0,0,0
11577,0.55,4,261,3,0,0,0
11578,0.76,5,222,10,0,0,0
11579,0.53,3,223,10,0,0,1
11580,0.51,3,182,10,0,0,1
11581,0.57,2,204,10,0,0,1
11582,0.58,3,195,10,0,0,1
11583,0.6,4,146,10,0,0,1
11584,0.65,4,233,4,1,0,1
11585,0.91,2,147,3,0,0,1
11586,0.65,3,156,5,0,0,1
11587,0.18,3,240,2,1,0,1
11588,0.66,4,177,7,0,0,1
11589,0.78,3,135,7,0,0,2
11590,0.82,5,178,7,1,0,2
11591,0.54,3,190,7,0,0,2
11592,0.95,3,240,7,0,0,2
11593,0.65,4,172,3,0,0,2
11594,0.83,3,271,7,0,0,2
11595,0.15,5,188,7,0,0,2
11596,0.59,4,197,7,0,0,2
11597,0.99,5,151,3,0,0,2
11598,0.76,3,263,3,0,0,2
11599,0.64,2,223,3,0,0,2
11600,0.95,4,151,3,0,0,2
11601,0.53,3,191,3,0,0,0
11602,0.59,2,162,2,0,0,0
11603,0.69,5,195,6,0,0,0
11604,0.5,4,222,3,0,0,0
11605,0.89,3,179,8,0,0,0
11606,0.56,3,106,8,0,0,0
11607,0.77,3,214,8,1,0,0
11608,0.15,3,259,8,1,0,0
11609,0.88,3,145,8,0,0,1
11610,0.89,4,153,3,0,0,1
11611,0.65,2,117,10,1,0,1
11612,0.58,3,207,10,0,0,1
11613,0.56,3,265,10,1,0,1
11614,0.25,5,279,8,0,0,1
11615,0.87,4,225,8,0,0,1
11616,0.62,3,158,8,1,0,1
11617,0.72,4,211,4,0,0,2
11618,0.49,4,175,3,0,0,2
11619,0.57,4,224,10,0,0,2
11620,0.63,3,190,10,0,0,2
11621,0.91,5,240,7,0,0,2
11622,0.7,5,225,7,0,0,2
11623,0.66,5,192,7,0,0,2
11624,0.77,5,262,7,0,0,2
11625,0.68,3,250,3,1,0,2
11626,0.34,3,155,10,0,0,2
11627,0.97,4,238,10,1,0,2
11628,0.57,4,249,10,0,0,2
11629,0.66,3,272,10,0,0,2
11630,0.68,4,162,10,0,0,0
11631,0.49,4,254,10,0,0,0
11632,0.72,4,184,3,0,0,0
11633,0.77,4,269,10,0,0,0
11634,0.77,3,201,10,0,0,0
11635,0.59,4,247,10,0,0,0
11636,0.41,6,221,10,0,0,2
11637,0.94,5,247,10,0,0,2
11638,0.91,4,135,10,0,0,2
11639,0.7,3,260,4,1,0,2
11640,0.51,3,188,3,0,0,0
11641,0.22,4,159,5,0,0,1
11642,0.69,3,153,2,0,0,2
11643,0.2,5,167,7,0,0,2
11644,0.9,3,158,7,0,0,2
11645,0.76,3,180,7,0,0,2
11646,0.88,3,211,7,0,0,2
11647,0.31,4,104,7,1,0,2
11648,0.17,6,174,3,0,0,2
11649,0.91,3,195,7,0,0,2
11650,0.97,5,211,7,1,0,2
11651,0.61,5,232,7,0,0,2
11652,0.74,5,216,3,0,0,1
11653,0.65,5,265,3,0,0,1
11654,0.87,5,184,3,0,0,1
11655,0.56,5,244,3,0,0,1
11656,0.78,4,202,3,0,0,1
11657,0.73,3,146,2,0,0,1
11658,0.66,4,161,6,0,0,1
11659,0.15,5,280,3,1,0,0
11660,0.52,5,208,8,1,0,1
11661,0.44,6,134,8,0,0,0
11662,0.7,3,162,8,0,0,0
11663,0.63,5,209,8,1,0,1
11664,0.89,3,265,8,0,0,1
11665,0.96,4,173,3,0,0,0
11666,0.98,4,261,10,1,0,1
11667,0.62,3,204,10,0,0,2
11668,0.62,3,144,10,1,0,0
11669,0.69,5,113,8,0,0,2
11670,0.5,4,144,8,0,0,2
11671,0.71,5,140,8,0,0,2
11672,0.5,3,245,4,0,0,2
11673,0.93,3,188,3,0,0,0
11674,0.95,5,199,10,1,0,2
11675,0.17,6,154,10,1,0,2
11676,0.92,4,138,7,0,0,2
11677,0.64,3,147,7,0,0,0
11678,0.27,6,173,7,0,0,2
11679,0.66,3,223,7,0,0,0
11680,0.59,3,200,3,0,0,1
11681,0.93,4,189,10,0,0,2
11682,0.58,5,133,10,0,0,2
11683,0.96,3,160,10,0,0,2
11684,0.69,3,153,10,0,0,2
11685,0.41,4,142,10,1,0,1
11686,0.36,3,167,10,0,0,1
11687,0.71,4,227,2,0,0,1
11688,0.94,4,144,4,0,0,1
11689,0.51,4,140,3,0,0,1
11690,0.83,4,220,3,1,0,1
11691,0.22,3,180,3,0,0,1
11692,0.66,4,173,4,0,0,1
11693,0.14,3,179,5,0,0,1
11694,0.16,5,137,5,1,0,1
11695,0.81,3,165,3,0,0,0
11696,0.73,3,177,3,0,0,1
11697,0.7,5,168,3,0,0,1
11698,0.62,3,245,4,0,0,1
11699,0.5,5,258,2,0,0,1
11700,0.7,3,159,2,0,0,0
11701,0.53,3,163,3,1,0,1
11702,0.87,3,174,2,0,0,1
11703,0.59,3,214,2,1,0,1
11704,0.94,4,191,3,1,0,0
11705,0.2,5,272,5,0,0,1
11706,0.42,3,183,2,0,0,2
11707,0.43,4,135,2,0,0,0
11708,0.43,6,154,2,0,0,0
11709,0.77,5,238,3,0,0,0
11710,0.76,2,235,3,0,0,0
11711,0.82,3,215,4,0,0,0
11712,0.75,5,234,2,0,0,0
11713,0.63,4,187,3,0,0,0
11714,0.51,3,133,3,0,0,2
11715,0.23,3,123,5,0,0,2
11716,0.77,4,202,3,0,0,2
11717,0.54,4,140,3,0,0,2
11718,0.63,4,182,3,1,0,0
11719,0.55,3,179,2,1,0,1
11720,0.31,3,150,3,1,0,2
11721,0.98,4,151,3,0,0,2
11722,0.16,6,117,7,0,0,2
11723,0.54,3,156,7,0,0,2
11724,0.73,3,211,7,0,0,2
11725,0.16,6,286,7,0,0,2
11726,0.57,5,233,7,0,0,2
11727,0.88,4,222,3,1,0,2
11728,0.95,4,258,7,0,0,2
11729,0.93,5,231,7,0,0,0
11730,0.91,3,220,7,0,0,1
11731,0.77,4,134,3,0,0,1
11732,0.24,6,141,3,1,0,1
11733,0.74,5,160,3,1,0,0
11734,0.53,4,259,3,0,0,1
11735,0.89,5,232,3,0,0,1
11736,0.23,5,272,2,0,0,1
11737,0.69,3,215,6,0,0,0
11738,0.52,4,222,3,0,0,1
11739,0.9,3,244,8,0,0,1
11740,0.92,5,224,8,1,0,1
11741,0.72,5,200,8,1,0,1
11742,0.92,4,143,8,0,0,1
11743,0.79,5,238,8,0,0,1
11744,0.48,4,145,3,0,0,1
11745,0.27,4,108,10,0,0,2
11746,0.67,3,247,10,0,0,2
11747,0.48,3,213,10,0,0,2
11748,0.99,4,209,8,1,0,2
11749,0.49,4,240,8,0,0,2
11750,0.39,3,100,8,1,0,2
11751,0.99,4,265,4,1,0,2
11752,0.78,3,209,3,0,0,2
11753,0.5,3,154,10,0,0,2
11754,0.61,5,230,10,0,0,0
11755,0.88,4,208,7,0,0,0
11756,0.44,2,141,7,1,0,0
11757,0.73,3,262,7,1,0,0
11758,0.58,4,206,7,0,0,0
11759,0.74,3,166,3,1,0,0
11760,0.32,4,117,10,0,0,2
11761,0.88,4,273,10,0,0,2
11762,0.81,4,270,10,0,0,2
11763,0.59,3,138,10,0,0,1
11764,0.79,3,235,10,0,0,1
11765,0.92,4,190,10,1,0,1
11766,0.76,3,192,3,0,0,1
11767,0.91,5,214,3,1,0,1
11768,0.8,4,242,2,1,0,1
11769,0.73,4,233,2,0,0,1
11770,0.88,3,218,4,0,0,1
11771,0.65,5,125,4,0,0,1
11772,0.84,4,178,2,0,0,1
11773,0.93,5,272,3,0,0,1
11774,0.64,3,265,4,0,0,1
11775,0.66,4,271,3,0,0,1
11776,0.76,3,179,3,1,0,1
11777,0.34,3,118,4,0,0,1
11778,0.48,4,196,5,0,0,1
11779,0.79,4,173,2,0,0,1
11780,0.82,4,156,3,0,0,1
11781,0.51,2,180,3,0,0,1
11782,0.84,4,263,3,0,0,1
11783,0.66,5,134,3,0,0,0
11784,0.72,3,189,3,1,0,0
11785,0.53,4,167,4,0,0,0
11786,0.81,5,132,2,1,0,0
11787,0.58,3,209,2,0,0,0
11788,0.82,2,227,5,1,0,0
11789,0.72,4,239,3,0,0,2
11790,0.9,4,172,4,0,0,2
11791,0.98,3,188,4,0,0,2
11792,0.56,3,265,3,0,0,2
11793,0.77,3,153,3,1,0,2
11794,0.61,4,242,2,0,0,2
11795,0.97,4,262,3,1,0,2
11796,0.64,3,246,2,0,0,0
11797,0.99,4,211,2,0,0,1
11798,0.61,3,145,4,0,0,2
11799,0.72,4,256,3,0,0,2
11800,0.67,2,245,2,1,0,2
11801,0.9,3,151,3,0,0,2
11802,0.9,4,245,2,0,0,1
11803,0.63,4,171,3,0,0,1
11804,0.64,3,252,2,0,0,1
11805,0.44,3,175,2,0,0,1
11806,0.64,4,210,3,0,0,1
11807,0.65,2,180,2,0,0,1
11808,0.69,5,103,5,0,0,1
11809,0.93,4,110,3,0,0,1
11810,0.73,5,184,3,0,0,1
11811,0.83,4,161,2,0,0,0
11812,0.82,5,210,3,0,0,0
11813,0.39,2,212,2,0,0,0
11814,0.53,6,106,6,0,0,0
11815,0.88,4,179,3,0,0,0
11816,0.8,5,217,3,0,0,0
11817,0.68,4,184,3,0,0,1
11818,0.66,3,210,2,0,0,1
11819,0.61,4,246,2,0,0,1
11820,0.74,4,262,3,0,0,1
11821,0.61,4,245,3,1,0,1
11822,0.57,3,222,3,1,0,1
11823,0.68,4,146,4,0,0,2
11824,0.75,4,263,3,0,0,2
11825,0.29,5,134,2,0,0,2
11826,0.81,5,250,4,0,0,2
11827,0.53,4,173,3,0,0,2
11828,0.42,6,173,3,0,0,2
11829,0.64,4,252,3,1,0,2
11830,0.63,2,230,4,0,0,2
11831,0.81,4,212,2,1,0,2
11832,0.71,5,187,2,0,0,2
11833,0.7,5,241,2,0,0,2
11834,0.53,3,164,4,0,0,2
11835,0.16,6,218,6,1,0,0
11836,0.17,4,194,3,0,0,1
11837,0.7,3,158,2,0,0,2
11838,0.43,2,149,4,0,0,2
11839,0.49,4,161,2,0,0,2
11840,0.5,5,226,2,0,0,0
11841,0.57,2,111,2,0,0,0
11842,0.68,4,258,3,0,0,0
11843,0.62,3,266,2,0,0,0
11844,0.69,3,253,3,0,0,0
11845,0.63,5,160,3,0,0,0
11846,0.76,5,230,3,1,0,1
11847,0.62,5,198,3,0,0,1
11848,0.82,3,250,3,0,0,1
11849,0.2,4,225,5,0,0,1
11850,0.16,3,178,3,1,0,1
11851,0.2,4,196,3,0,0,1
11852,0.53,4,240,2,0,0,1
11853,0.71,3,204,3,0,0,1
11854,0.7,3,250,3,0,0,1
11855,0.92,2,224,2,0,0,1
11856,0.81,4,268,3,0,0,1
11857,0.79,5,167,3,0,0,1
11858,0.53,3,168,3,0,0,1
11859,0.51,4,168,2,0,0,1
11860,0.78,5,158,3,0,0,1
11861,0.5,3,240,3,0,0,1
11862,0.92,4,261,4,0,0,2
11863,0.59,4,176,2,0,0,2
11864,0.77,3,217,3,0,0,2
11865,0.74,5,224,2,0,0,2
11866,0.67,4,196,3,0,0,2
11867,0.56,3,223,3,0,0,2
11868,0.84,5,131,5,1,0,2
11869,0.53,2,167,2,0,0,2
11870,0.86,5,273,3,0,0,2
11871,0.77,3,98,3,0,0,2
11872,0.97,4,253,3,0,0,2
11873,0.69,5,174,3,0,0,2
11874,0.73,3,274,2,0,0,0
11875,0.42,6,174,5,0,0,1
11876,0.4,5,173,5,0,0,2
11877,0.33,2,198,4,0,0,2
11878,0.68,3,238,2,0,0,2
11879,0.78,3,256,2,0,0,2
11880,0.92,3,179,2,0,0,1
11881,0.66,4,273,4,1,0,1
11882,0.6,3,104,4,0,0,1
11883,0.86,4,208,3,1,0,1
11884,0.61,3,275,2,0,0,1
11885,0.71,3,231,2,1,0,1
11886,0.86,4,186,3,0,0,1
11887,0.96,3,241,3,0,0,1
11888,0.7,3,194,2,1,0,1
11889,0.38,4,196,3,0,0,0
11890,0.39,6,185,3,0,0,0
11891,0.49,2,148,2,1,0,0
11892,0.78,4,150,3,0,0,0
11893,0.74,5,121,5,0,0,0
11894,0.82,4,266,3,0,0,0
11895,0.6,2,109,6,0,0,1
11896,0.72,3,143,4,0,0,1
11897,0.73,3,174,3,0,0,1
11898,0.89,4,159,2,0,0,2
11899,0.74,4,157,2,0,0,2
11900,0.83,2,222,2,0,0,2
11901,0.24,5,199,5,1,0,2
11902,0.93,3,255,7,1,0,2
11903,0.96,4,253,7,0,0,2
11904,0.16,5,149,7,1,0,2
11905,0.21,6,285,7,0,0,2
11906,0.69,3,164,7,0,0,2
11907,0.66,3,243,3,1,0,2
11908,0.67,2,207,7,0,0,2
11909,0.85,4,186,7,0,0,2
11910,0.37,4,211,7,0,0,0
11911,0.64,2,190,3,0,0,1
11912,0.91,2,241,3,0,0,2
11913,0.96,3,206,3,0,0,2
11914,0.74,4,273,3,0,0,2
11915,0.94,2,157,3,0,0,2
11916,0.37,3,183,2,0,0,1
11917,0.92,3,151,6,1,0,1
11918,0.86,3,217,3,0,0,1
11919,0.66,5,235,8,1,0,1
11920,0.19,4,127,8,0,0,1
11921,0.65,5,167,8,0,0,1
11922,0.92,3,260,8,0,0,1
11923,0.83,3,240,8,0,0,1
11924,0.94,4,187,3,0,0,1
11925,0.42,3,126,2,0,0,1
11926,0.78,6,168,3,0,0,1
11927,0.58,4,197,5,0,0,1
11928,0.5,2,170,8,0,0,1
11929,0.82,3,219,8,1,0,1
11930,0.97,6,137,8,1,0,1
11931,0.8,3,225,4,0,0,1
11932,0.82,3,194,3,0,0,1
11933,0.95,5,251,4,0,0,1
11934,0.88,5,195,4,0,0,1
11935,0.5,3,180,7,0,0,0
11936,0.53,2,225,7,1,0,0
11937,0.82,3,229,7,0,0,0
11938,0.15,6,144,7,0,0,0
11939,0.92,3,129,3,0,0,0
11940,0.53,3,172,10,0,0,0
11941,0.58,4,220,10,0,0,2
11942,0.88,3,273,10,0,0,2
11943,0.85,3,245,10,0,0,2
11944,0.99,5,264,10,1,0,2
11945,0.94,3,268,10,0,0,2
11946,0.63,3,172,3,0,0,2
11947,0.85,3,245,3,0,0,2
11948,0.95,5,192,3,0,0,2
11949,0.71,3,268,4,0,0,0
11950,0.49,4,244,3,0,0,1
11951,0.71,4,222,4,0,0,2
11952,0.52,5,239,2,0,0,2
11953,0.48,3,143,4,0,0,2
11954,0.82,3,160,3,0,0,2
11955,0.83,2,255,7,0,0,1
11956,0.85,4,152,7,0,0,1
11957,0.57,4,226,7,0,0,1
11958,0.16,5,266,7,0,0,1
11959,0.85,5,256,7,0,0,1
11960,0.82,3,198,3,1,0,1
11961,0.9,4,254,7,0,0,1
11962,0.92,2,104,7,0,0,1
11963,0.9,4,136,7,0,0,1
11964,0.82,5,205,3,0,0,1
11965,0.84,4,236,3,1,0,1
11966,0.92,3,176,3,0,0,1
11967,0.82,3,148,3,0,0,1
11968,0.8,4,146,3,1,0,1
11969,0.6,3,242,2,0,0,1
11970,0.14,5,115,6,1,0,0
11971,0.85,4,150,3,0,0,0
11972,0.55,3,239,8,0,0,0
11973,0.49,4,178,8,0,0,2
11974,0.82,5,263,8,0,0,2
11975,0.59,3,272,8,0,0,0
11976,0.9,3,133,8,0,0,2
11977,0.62,3,149,3,1,0,2
11978,0.61,3,193,2,0,0,2
11979,0.52,5,174,3,1,0,2
11980,0.79,4,223,5,0,0,2
11981,0.49,4,201,8,0,0,2
11982,0.73,2,139,8,0,0,2
11983,0.67,5,241,8,0,0,2
11984,0.52,4,187,4,1,0,2
11985,0.72,4,192,3,0,0,2
11986,0.48,5,142,4,0,0,2
11987,0.19,4,229,4,0,0,2
11988,0.49,3,104,7,0,0,0
11989,0.9,3,255,7,0,0,1
11990,0.49,4,212,7,0,0,2
11991,0.6,2,235,7,0,0,2
11992,0.62,3,237,3,1,0,2
11993,0.64,4,253,10,0,0,0
11994,0.22,3,193,10,0,0,0
11995,0.9,3,259,10,1,0,0
11996,0.74,5,266,10,0,0,0
11997,0.85,3,185,10,0,0,0
11998,0.33,3,172,10,0,0,0
11999,0.5,4,180,3,0,0,1
12000,0.38,2,157,3,0,1,1
12001,0.8,5,262,6,0,1,2
12002,0.11,7,272,4,0,1,2
12003,0.72,5,223,5,0,1,1
12004,0.37,2,159,3,0,1,1
12005,0.41,2,153,3,0,1,1
12006,0.1,6,247,4,0,1,1
12007,0.92,5,259,5,0,1,1
12008,0.89,5,224,5,0,1,1
12009,0.42,2,142,3,0,1,1
12010,0.45,2,135,3,0,1,1
12011,0.11,6,305,4,0,1,1
12012,0.84,4,234,5,0,1,1
12013,0.41,2,148,3,0,1,1
12014,0.36,2,137,3,0,1,1
12015,0.38,2,143,3,0,1,1
12016,0.45,2,160,3,0,1,1
12017,0.78,4,255,6,0,1,1
12018,0.45,2,160,3,1,1,1
12019,0.76,5,262,5,0,1,1
12020,0.11,6,282,4,0,1,1
12021,0.38,2,147,3,0,1,1
12022,0.09,6,304,4,0,1,1
12023,0.46,2,139,3,0,1,1
12024,0.4,2,158,3,0,1,1
12025,0.89,5,242,5,0,1,1
12026,0.82,4,239,5,0,1,1
12027,0.4,2,135,3,0,1,1
12028,0.41,2,128,3,0,1,1
12029,0.38,2,132,3,0,1,1
12030,0.09,6,294,4,0,1,1
12031,0.45,2,134,3,0,1,1
12032,0.4,2,145,3,0,1,1
12033,0.45,2,140,3,0,1,1
12034,0.84,4,246,6,0,1,1
12035,0.1,6,255,4,0,1,1
12036,0.38,2,137,3,0,1,1
12037,0.45,2,126,3,0,1,1
12038,0.11,6,306,4,0,1,1
12039,0.41,2,152,3,0,1,1
12040,0.87,5,269,5,0,1,1
12041,0.45,2,158,3,0,1,1
12042,0.4,2,127,3,0,1,1
12043,0.1,7,281,4,0,1,1
12044,0.09,6,276,4,0,1,1
12045,0.84,3,182,4,0,1,1
12046,0.4,2,147,3,0,1,1
12047,0.57,3,273,6,0,1,1
12048,0.4,2,148,3,0,1,1
12049,0.43,2,147,3,0,1,1
12050,0.13,6,152,2,0,1,1
12051,0.44,2,135,3,0,1,1
12052,0.38,2,134,3,0,1,1
12053,0.39,2,132,3,0,1,1
12054,0.1,7,307,4,0,1,1
12055,0.37,2,140,3,0,1,1
12056,0.11,7,255,4,0,1,1
12057,0.1,6,309,4,0,1,1
12058,0.38,2,128,3,0,1,1
12059,0.85,4,225,5,0,1,1
12060,0.85,5,226,5,0,1,2
12061,0.11,7,308,4,0,1,2
12062,0.1,6,244,5,0,1,2
12063,0.36,2,132,3,0,1,2
12064,0.11,6,286,4,0,1,2
12065,0.81,6,161,4,0,1,2
12066,0.43,2,153,3,0,1,2
12067,0.9,4,264,6,0,1,2
12068,0.76,5,223,5,1,1,2
12069,0.43,2,135,3,0,1,2
12070,0.74,2,277,3,0,1,2
12071,0.09,5,275,4,0,1,2
12072,0.45,2,149,3,0,1,0
12073,0.09,7,295,4,0,1,1
12074,0.11,6,277,4,0,1,2
12075,0.11,7,306,4,0,1,2
12076,0.1,6,295,4,0,1,2
12077,0.4,2,137,3,0,1,2
12078,0.43,2,157,3,0,1,1
12079,0.39,2,142,3,0,1,1
12080,0.45,2,140,3,0,1,1
12081,0.38,2,151,3,0,1,1
12082,0.79,4,139,3,0,1,1
12083,0.84,4,249,6,0,1,1
12084,0.11,6,291,4,0,1,1
12085,0.11,6,305,4,0,1,1
12086,0.17,5,232,3,0,1,1
12087,0.44,2,132,3,0,1,1
12088,0.37,2,130,3,0,1,1
12089,0.1,6,291,4,0,1,1
12090,0.4,2,130,3,0,1,1
12091,0.89,5,246,5,0,1,1
12092,0.42,2,143,3,0,1,1
12093,0.46,2,129,3,0,1,1
12094,0.09,6,255,4,0,1,1
12095,0.37,2,155,3,0,1,1
12096,0.1,6,265,4,0,1,1
12097,0.1,6,279,4,0,1,1
12098,0.11,6,284,4,0,1,1
12099,0.9,5,221,6,0,1,2
12100,0.38,2,154,3,0,1,2
12101,0.36,2,147,3,0,1,2
12102,0.42,2,150,3,0,1,2
12103,0.09,7,267,4,0,1,2
12104,0.43,2,158,3,0,1,2
12105,0.24,7,224,5,0,1,2
12106,0.91,4,257,5,0,1,2
12107,0.44,2,148,3,0,1,2
12108,0.71,3,177,4,0,1,2
12109,0.4,2,155,3,0,1,2
12110,0.43,2,144,3,0,1,2
12111,0.09,6,289,4,0,1,0
12112,0.43,2,160,3,0,1,1
12113,0.9,4,258,5,0,1,2
12114,0.84,5,234,5,0,1,2
12115,0.37,2,137,3,0,1,2
12116,0.86,5,263,2,0,1,2
12117,0.11,6,251,4,0,1,1
12118,0.37,2,133,3,0,1,1
12119,0.4,2,132,3,0,1,1
12120,0.14,4,158,4,1,1,1
12121,0.4,2,135,3,0,1,1
12122,0.75,4,216,6,0,1,1
12123,0.11,6,300,5,1,1,1
12124,0.46,2,138,3,0,1,1
12125,0.11,6,260,4,0,1,1
12126,0.38,2,132,3,0,1,1
12127,0.7,3,183,5,0,1,1
12128,0.09,6,250,4,0,1,1
12129,0.37,2,151,3,0,1,1
12130,0.1,6,292,4,0,1,1
12131,0.38,2,140,3,0,1,1
12132,0.9,5,221,5,0,1,1
12133,0.44,2,138,3,0,1,1
12134,0.36,2,132,3,0,1,1
12135,0.31,7,133,5,0,1,1
12136,0.1,6,283,4,1,1,1
12137,0.42,2,129,3,0,1,1
12138,0.74,4,249,5,0,1,1
12139,0.73,5,257,5,0,1,1
12140,0.09,6,245,4,0,1,1
12141,0.45,2,155,3,0,1,1
12142,0.11,6,256,4,0,1,1
12143,0.37,2,152,3,0,1,1
12144,0.84,4,267,5,0,1,1
12145,0.41,2,151,3,0,1,1
12146,0.76,4,239,5,0,1,1
12147,0.11,6,306,4,0,1,1
12148,0.84,4,263,5,1,1,1
